424;2.42E-13
426;2.43E-13
428;2.43E-13
430;2.44E-13
432;2.44E-13
434;2.45E-13
436;2.46E-13
438;2.46E-13
440;2.47E-13
442;2.47E-13
444;2.48E-13
446;2.49E-13
448;2.49E-13
450;2.50E-13
452;2.50E-13
454;2.51E-13
456;2.51E-13
458;2.52E-13
460;2.53E-13
462;2.53E-13
464;2.54E-13
466;2.54E-13
468;2.55E-13
470;2.55E-13
472;2.56E-13
474;2.56E-13
476;2.57E-13
478;2.58E-13
480;2.58E-13
482;2.59E-13
484;2.59E-13
486;2.60E-13
488;2.60E-13
490;2.61E-13
492;2.61E-13
494;2.62E-13
496;2.62E-13
498;2.63E-13
500;2.63E-13
502;2.64E-13
504;2.64E-13
506;2.65E-13
508;2.65E-13
510;2.66E-13
512;2.66E-13
514;2.67E-13
516;2.67E-13
518;2.68E-13
520;2.68E-13
522;2.69E-13
524;2.69E-13
526;2.69E-13
528;2.70E-13
530;2.70E-13
532;2.71E-13
534;2.71E-13
536;2.72E-13
538;2.72E-13
540;2.73E-13
542;2.73E-13
544;2.74E-13
546;2.74E-13
548;2.74E-13
550;2.75E-13
552;2.75E-13
554;2.76E-13
556;2.76E-13
558;2.77E-13
560;2.77E-13
562;2.78E-13
564;2.78E-13
566;2.78E-13
568;2.79E-13
570;2.79E-13
572;2.80E-13
574;2.80E-13
576;2.80E-13
578;2.81E-13
580;2.81E-13
582;2.82E-13
584;2.82E-13
586;2.82E-13
588;2.83E-13
590;2.83E-13
592;2.84E-13
594;2.84E-13
596;2.84E-13
598;2.85E-13
600;2.85E-13
602;2.86E-13
604;2.86E-13
606;2.86E-13
608;2.87E-13
610;2.87E-13
612;2.87E-13
614;2.88E-13
616;2.88E-13
618;2.89E-13
620;2.89E-13
622;2.89E-13
624;2.90E-13
626;2.90E-13
628;2.90E-13
630;2.91E-13
632;2.91E-13
634;2.92E-13
636;2.92E-13
638;2.92E-13
640;2.93E-13
642;2.93E-13
644;2.94E-13
646;2.94E-13
648;2.95E-13
650;2.95E-13
652;2.96E-13
654;2.96E-13
656;2.97E-13
658;2.98E-13
660;2.99E-13
662;2.99E-13
664;3.00E-13
666;3.02E-13
668;3.03E-13
670;3.05E-13
672;3.07E-13
674;3.09E-13
676;3.12E-13
678;3.15E-13
680;3.20E-13
682;3.25E-13
684;3.30E-13
686;3.36E-13
688;3.43E-13
690;3.54E-13
692;3.67E-13
694;3.81E-13
696;3.98E-13
698;4.16E-13
700;4.35E-13
702;4.67E-13
704;5.04E-13
706;5.46E-13
708;5.93E-13
710;6.45E-13
712;7.02E-13
714;7.90E-13
716;8.95E-13
718;1.01E-12
720;1.15E-12
722;1.29E-12
724;1.45E-12
726;1.69E-12
728;1.97E-12
730;2.30E-12
732;2.65E-12
734;3.05E-12
736;3.48E-12
738;4.10E-12
740;4.85E-12
742;5.70E-12
744;6.63E-12
746;7.67E-12
748;8.79E-12
750;1.03E-11
752;1.22E-11
754;1.44E-11
756;1.68E-11
758;1.94E-11
760;2.22E-11
762;2.60E-11
764;3.06E-11
766;3.58E-11
768;4.16E-11
770;4.79E-11
772;5.48E-11
774;6.37E-11
776;7.47E-11
778;8.70E-11
780;1.01E-10
782;1.15E-10
784;1.32E-10
786;1.52E-10
788;1.77E-10
790;2.05E-10
792;2.36E-10
794;2.69E-10
796;3.06E-10
798;3.51E-10
800;4.06E-10
802;4.68E-10
804;5.35E-10
806;6.09E-10
808;6.89E-10
810;7.85E-10
812;9.03E-10
814;1.03E-09
816;1.18E-09
818;1.33E-09
820;1.50E-09
822;1.70E-09
824;1.95E-09
826;2.22E-09
828;2.51E-09
830;2.83E-09
832;3.18E-09
834;3.58E-09
836;4.07E-09
838;4.61E-09
840;5.20E-09
842;5.83E-09
844;6.52E-09
846;7.30E-09
848;8.25E-09
850;9.29E-09
852;1.04E-08
854;1.16E-08
856;1.30E-08
858;1.44E-08
860;1.62E-08
862;1.82E-08
864;2.03E-08
866;2.26E-08
868;2.50E-08
870;2.77E-08
872;3.10E-08
874;3.45E-08
876;3.84E-08
878;4.25E-08
880;4.69E-08
882;5.17E-08
884;5.74E-08
886;6.37E-08
888;7.04E-08
890;7.77E-08
892;8.54E-08
894;9.37E-08
896;1.04E-07
898;1.14E-07
900;1.26E-07
902;1.38E-07
904;1.51E-07
906;1.65E-07
908;1.81E-07
910;1.99E-07
912;2.18E-07
914;2.38E-07
916;2.60E-07
918;2.83E-07
920;3.12E-07
922;3.45E-07
924;3.81E-07
926;4.19E-07
928;4.60E-07
930;5.05E-07
932;5.52E-07
934;6.02E-07
936;6.55E-07
938;7.11E-07
940;7.70E-07
942;8.31E-07
944;9.06E-07
946;9.87E-07
948;1.07E-06
950;1.16E-06
952;1.26E-06
954;1.36E-06
956;1.46E-06
958;1.57E-06
960;1.68E-06
962;1.80E-06
964;1.92E-06
966;2.07E-06
968;2.23E-06
970;2.40E-06
972;2.57E-06
974;2.75E-06
976;2.94E-06
978;3.14E-06
980;3.35E-06
982;3.57E-06
984;3.79E-06
986;4.02E-06
988;4.29E-06
990;4.58E-06
992;4.88E-06
994;5.19E-06
996;5.51E-06
998;5.85E-06
1000;6.20E-06
1002;6.57E-06
1004;6.95E-06
1006;7.34E-06
1008;7.75E-06
1010;8.21E-06
1012;8.69E-06
1014;9.20E-06
1016;9.72E-06
1018;1.03E-05
1020;1.08E-05
1022;1.14E-05
1024;1.20E-05
1026;1.26E-05
1028;1.33E-05
1030;1.40E-05
1032;1.47E-05
1034;1.55E-05
1036;1.63E-05
1038;1.72E-05
1040;1.80E-05
1042;1.89E-05
1044;1.99E-05
1046;2.08E-05
1048;2.18E-05
1050;2.29E-05
1052;2.39E-05
1054;2.51E-05
1056;2.64E-05
1058;2.76E-05
1060;2.90E-05
1062;3.03E-05
1064;3.17E-05
1066;3.32E-05
1068;3.47E-05
1070;3.63E-05
1072;3.79E-05
1074;3.96E-05
1076;4.14E-05
1078;4.34E-05
1080;4.53E-05
1082;4.74E-05
1084;4.95E-05
1086;5.17E-05
1088;5.40E-05
1090;5.64E-05
1092;5.88E-05
1094;6.12E-05
1096;6.39E-05
1098;6.68E-05
1100;6.98E-05
1102;7.29E-05
1104;7.61E-05
1106;7.94E-05
1108;8.29E-05
1110;8.64E-05
1112;9.00E-05
1114;9.38E-05
1116;9.76E-05
1118;1.02E-04
1120;1.06E-04
1122;1.11E-04
1124;1.16E-04
1126;1.21E-04
1128;1.26E-04
1130;1.31E-04
1132;1.37E-04
1134;1.43E-04
1136;1.48E-04
1138;1.54E-04
1140;1.61E-04
1142;1.68E-04
1144;1.75E-04
1146;1.83E-04
1148;1.91E-04
1150;1.99E-04
1152;2.07E-04
1154;2.16E-04
1156;2.25E-04
1158;2.34E-04
1160;2.43E-04
1162;2.54E-04
1164;2.65E-04
1166;2.76E-04
1168;2.88E-04
1170;3.00E-04
1172;3.13E-04
1174;3.26E-04
1176;3.39E-04
1178;3.53E-04
1180;3.67E-04
1182;3.82E-04
1184;3.98E-04
1186;4.15E-04
1188;4.33E-04
1190;4.51E-04
1192;4.70E-04
1194;4.90E-04
1196;5.10E-04
1198;5.31E-04
1200;5.52E-04
1202;5.74E-04
1204;5.97E-04
1206;6.23E-04
1208;6.49E-04
1210;6.76E-04
1212;7.04E-04
1214;7.33E-04
1216;7.64E-04
1218;7.95E-04
1220;8.27E-04
1222;8.59E-04
1224;8.93E-04
1226;9.29E-04
1228;9.67E-04
1230;0.001007541
1232;0.001049033
1234;0.001091941
1236;0.001136267
1238;0.00118201
1240;0.001229169
1242;0.001277746
1244;0.00132774
1246;0.00137915
1248;0.001433151
1250;0.001491459
1252;0.001551832
1254;0.001614271
1256;0.001678774
1258;0.001745342
1260;0.001813976
1262;0.001884674
1264;0.001957438
1266;0.002032266
1268;0.002109159
1270;0.002190249
1272;0.00227689
1274;0.002366476
1276;0.002459009
1278;0.002554487
1280;0.002652912
1282;0.002754283
1284;0.0028586
1286;0.002965863
1288;0.003076072
1290;0.003189228
1292;0.003308839
1294;0.003435372
1296;0.003566006
1298;0.003700742
1300;0.003839579
1302;0.003982518
1304;0.004129558
1306;0.004280699
1308;0.004435942
1310;0.004595286
1312;0.004758732
1314;0.004931602
1316;0.005112805
1318;0.005299561
1320;0.00549187
1322;0.005689731
1324;0.005893145
1326;0.006102112
1328;0.006316631
1330;0.006536703
1332;0.006762327
1334;0.006993505
1336;0.007237696
1338;0.00749156
1340;0.007752709
1342;0.008021143
1344;0.00829686
1346;0.008579862
1348;0.008870148
1350;0.009167719
1352;0.009472574
1354;0.009784713
1356;0.010104136
1358;0.010440467
1360;0.010787637
1362;0.011144031
1364;0.011509649
1366;0.011884491
1368;0.012268558
1370;0.012661849
1372;0.013064364
1374;0.013476103
1376;0.013897067
1378;0.014327254
1380;0.014777914
1382;0.015240346
1384;0.015714002
1386;0.016198882
1388;0.016694987
1390;0.017202316
1392;0.01772087
1394;0.018250648
1396;0.01879165
1398;0.019343877
1400;0.019907869
1402;0.020493532
1404;0.02109225
1406;0.021704024
1408;0.022328852
1410;0.022966736
1412;0.023617675
1414;0.024281669
1416;0.024958718
1418;0.025648822
1420;0.026351982
1422;0.02706939
1424;0.027806992
1426;0.028559014
1428;0.029325455
1430;0.030106316
1432;0.030901597
1434;0.031711298
1436;0.032535418
1438;0.033373958
1440;0.034226917
1442;0.035094297
1444;0.03597692
1446;0.036876633
1448;0.037791328
1450;0.038721006
1452;0.039665665
1454;0.040625307
1456;0.041599932
1458;0.042589538
1460;0.043594127
1462;0.044613698
1464;0.045648252
1466;0.046696595
1468;0.04775747
1470;0.048832752
1472;0.049922438
1474;0.051026531
1476;0.052145028
1478;0.053277932
1480;0.05442524
1482;0.055586955
1484;0.056763074
1486;0.0579536
1488;0.059153347
1490;0.060360273
1492;0.06157967
1494;0.06281154
1496;0.064055882
1498;0.065312697
1500;0.066581983
1502;0.067863742
1504;0.069157973
1506;0.070464676
1508;0.071783852
1510;0.07310331
1512;0.074423367
1514;0.075752208
1516;0.077089833
1518;0.078436242
1520;0.079791434
1522;0.081155411
1524;0.082528171
1526;0.083909715
1528;0.085300043
1530;0.086699155
1532;0.088087592
1534;0.08947153
1536;0.090859313
1538;0.092250939
1540;0.09364641
1542;0.095045726
1544;0.096448885
1546;0.097855889
1548;0.099266737
1550;0.10068143
1552;0.102099967
1554;0.103496906
1556;0.104885771
1558;0.106272931
1560;0.107658387
1562;0.109042138
1564;0.110424184
1566;0.111804526
1568;0.113183163
1570;0.114560095
1572;0.115935323
1574;0.117308845
1576;0.118645028
1578;0.119968657
1580;0.121283782
1582;0.122590403
1584;0.123888521
1586;0.125178135
1588;0.126459246
1590;0.127731853
1592;0.128995957
1594;0.130251558
1596;0.131498655
1598;0.132737248
1600;0.133967339
1602;0.135188925
1604;0.136402008
1606;0.137575197
1608;0.138731785
1610;0.139875428
1612;0.141006126
1614;0.142123878
1616;0.143228684
1618;0.144320545
1620;0.145399461
1622;0.14646543
1624;0.147518455
1626;0.148558534
1628;0.149585667
1630;0.150599855
1632;0.151601097
1634;0.152589394
1636;0.153546278
1638;0.154485454
1640;0.155409071
1642;0.156317129
1644;0.157209629
1646;0.15808657
1648;0.158947952
1650;0.159793776
1652;0.160624041
1654;0.161438747
1656;0.162237895
1658;0.163021483
1660;0.163789513
1662;0.164541985
1664;0.165278897
1666;0.166003279
1668;0.166712882
1670;0.167407355
1672;0.168086697
1674;0.16875091
1676;0.169399992
1678;0.170033943
1680;0.170652765
1682;0.171256456
1684;0.171845016
1686;0.172418447
1688;0.172976746
1690;0.173519916
1692;0.174047955
1694;0.174560864
1696;0.175081397
1698;0.175592668
1700;0.176092029
1702;0.176579479
1704;0.177055018
1706;0.177518647
1708;0.177970366
1710;0.178410174
1712;0.178838072
1714;0.179254059
1716;0.179658135
1718;0.180050301
1720;0.180430557
1722;0.180798902
1724;0.181155337
1726;0.181531066
1728;0.181902933
1730;0.182267305
1732;0.182624182
1734;0.182973564
1736;0.183315452
1738;0.183649845
1740;0.183976743
1742;0.184296146
1744;0.184608054
1746;0.184912468
1748;0.185209386
1750;0.18549881
1752;0.185780739
1754;0.186055173
1756;0.186354206
1758;0.18665402
1760;0.186950882
1762;0.187244789
1764;0.187535744
1766;0.187823744
1768;0.188108792
1770;0.188390885
1772;0.188670026
1774;0.188946213
1776;0.189219446
1778;0.189489726
1780;0.189757052
1782;0.190021425
1784;0.190282844
1786;0.190565551
1788;0.190851557
1790;0.191138039
1792;0.191424999
1794;0.191712435
1796;0.192000347
1798;0.192288737
1800;0.192577603
1802;0.192866946
1804;0.193156766
1806;0.193447063
1808;0.193737836
1810;0.194029087
1812;0.194320814
1814;0.194613017
1816;0.194917903
1818;0.195226413
1820;0.195537127
1822;0.195850044
1824;0.196165166
1826;0.196482491
1828;0.196802021
1830;0.197123754
1832;0.197447691
1834;0.197773832
1836;0.198102176
1838;0.198432725
1840;0.198765477
1842;0.199100433
1844;0.199437593
1846;0.19977865
1848;0.200122348
1850;0.20046849
1852;0.200817075
1854;0.201168103
1856;0.201521575
1858;0.201877491
1860;0.20223585
1862;0.202596652
1864;0.202959898
1866;0.203325587
1868;0.20369372
1870;0.204064296
1872;0.204437316
1874;0.20481278
1876;0.20518567
1878;0.205559711
1880;0.205935485
1882;0.206312993
1884;0.206692234
1886;0.207073209
1888;0.207455918
1890;0.20784036
1892;0.208226536
1894;0.208614446
1896;0.20900409
1898;0.209395467
1900;0.209788578
1902;0.210183422
1904;0.21058
1906;0.210970397
1908;0.211360485
1910;0.211751187
1912;0.212142503
1914;0.212534432
1916;0.212926975
1918;0.213320132
1920;0.213713902
1922;0.214108285
1924;0.214503283
1926;0.214898893
1928;0.215295118
1930;0.215691956
1932;0.216089407
1934;0.216487473
1936;0.216880922
1938;0.217273636
1940;0.217666223
1942;0.218058684
1944;0.218451019
1946;0.218843227
1948;0.219235309
1950;0.219627264
1952;0.220019093
1954;0.220410795
1956;0.220802372
1958;0.221193821
1960;0.221585144
1962;0.221976341
1964;0.222367411
1966;0.222753985
1968;0.223139305
1970;0.223523881
1972;0.223907711
1974;0.224290797
1976;0.224673138
1978;0.225054734
1980;0.225435586
1982;0.225815692
1984;0.226195054
1986;0.226573671
1988;0.226951543
1990;0.22732867
1992;0.227705052
1994;0.22808069
1996;0.228455504
1998;0.228829554
2000;0.229202847
2002;0.229575385
2004;0.229947167
2006;0.230318193
2008;0.230688463
2010;0.231057977
2012;0.231426735
2014;0.231794737
2016;0.232161984
2018;0.232528475
2020;0.232894209
2022;0.233259188
2024;0.233623411
2026;0.233990507
2028;0.234357783
2030;0.234724817
2032;0.235091608
2034;0.235458157
2036;0.235824464
2038;0.236190529
2040;0.236556351
2042;0.23692193
2044;0.237287267
2046;0.237652362
2048;0.238017215
2050;0.238381825
2052;0.238746193
2054;0.239110319
2056;0.239476242
2058;0.23984245
2060;0.240208704
2062;0.240575004
2064;0.240941351
2066;0.241307744
2068;0.241674184
2070;0.24204067
2072;0.242407202
2074;0.242773781
2076;0.243140406
2078;0.243507078
2080;0.243873796
2082;0.24424056
2084;0.244607371
2086;0.244974374
2088;0.245341462
2090;0.245708617
2092;0.246075838
2094;0.246443127
2096;0.246810483
2098;0.247177906
2100;0.247545396
2102;0.247912954
2104;0.248280578
2106;0.248648269
2108;0.249016028
2110;0.249383853
2112;0.249751746
2114;0.250119706
2116;0.250487863
2118;0.250856122
2120;0.251224466
2122;0.251592895
2124;0.25196141
2126;0.252330011
2128;0.252698697
2130;0.253067468
2132;0.253436326
2134;0.253805269
2136;0.254174297
2138;0.254543411
2140;0.254912611
2142;0.255281896
2144;0.255651267
2146;0.256020133
2148;0.256388932
2150;0.256757734
2152;0.257126537
2154;0.257495343
2156;0.25786415
2158;0.25823296
2160;0.258601771
2162;0.258970585
2164;0.259339401
2166;0.259708219
2168;0.260077039
2170;0.26044586
2172;0.260814684
2174;0.26118351
2176;0.261551914
2178;0.261920209
2180;0.262288447
2182;0.262656627
2184;0.263024748
2186;0.263392812
2188;0.263760817
2190;0.264128765
2192;0.264496654
2194;0.264864485
2196;0.265232258
2198;0.265599974
2200;0.265967631
2202;0.26633523
2204;0.266702771
2206;0.267069448
2208;0.26743586
2210;0.2678021
2212;0.268168169
2214;0.268534065
2216;0.268899789
2218;0.269265341
2220;0.269630721
2222;0.269995929
2224;0.270360965
2226;0.270725829
2228;0.271090521
2230;0.271455041
2232;0.27181939
2234;0.272183566
2236;0.272547937
2238;0.272912231
2240;0.273276405
2242;0.273640459
2244;0.274004393
2246;0.274368207
2248;0.2747319
2250;0.275095474
2252;0.275458928
2254;0.275822262
2256;0.276185475
2258;0.276548569
2260;0.276911542
2262;0.277274396
2264;0.277637129
2266;0.278000151
2268;0.278363157
2270;0.278726102
2272;0.279088984
2274;0.279451803
2276;0.279814561
2278;0.280177256
2280;0.280539889
2282;0.280902459
2284;0.281264967
2286;0.281627413
2288;0.281989797
2290;0.282352118
2292;0.282714377
2294;0.283076574
2296;0.28343891
2298;0.283801237
2300;0.284163529
2302;0.284525789
2304;0.284888014
2306;0.285250206
2308;0.285612364
2310;0.285974488
2312;0.286336579
2314;0.286698636
2316;0.287060659
2318;0.287422649
2320;0.287784605
2322;0.288146527
2324;0.288508416
2326;0.288870076
2328;0.289231653
2330;0.289593168
2332;0.289954622
2334;0.290316015
2336;0.290677346
2338;0.291038616
2340;0.291399826
2342;0.291760974
2344;0.29212206
2346;0.292483086
2348;0.29284405
2350;0.293204953
2352;0.293565795
2354;0.293926575
2356;0.294287058
2358;0.294647419
2360;0.295007686
2362;0.295367857
2364;0.295727934
2366;0.296087917
2368;0.296447804
2370;0.296807597
2372;0.297167296
2374;0.297526899
2376;0.297886408
2378;0.298245823
2380;0.298605143
2382;0.298964368
2384;0.299323498
2386;0.299682447
2388;0.300041278
2390;0.300400002
2392;0.300758619
2394;0.301117129
2396;0.301475533
2398;0.301833829
2400;0.302192018
2402;0.3025501
2404;0.302908075
2406;0.303265943
2408;0.303623704
2410;0.303981358
2412;0.304338905
2414;0.304696345
2416;0.305054244
2418;0.305412182
2420;0.305770093
2422;0.306127977
2424;0.306485835
2426;0.306843665
2428;0.307201468
2430;0.307559245
2432;0.307916994
2434;0.308274717
2436;0.308632413
2438;0.308990082
2440;0.309347724
2442;0.309705339
2444;0.310062927
2446;0.310420162
2448;0.310777286
2450;0.311134337
2452;0.311491315
2454;0.31184822
2456;0.312205052
2458;0.31256181
2460;0.312918496
2462;0.313275109
2464;0.313631649
2466;0.313988115
2468;0.314344509
2470;0.314700829
2472;0.315057077
2474;0.315413251
2476;0.315768952
2478;0.316124476
2480;0.31647987
2482;0.316835135
2484;0.31719027
2486;0.317545275
2488;0.31790015
2490;0.318254896
2492;0.318609512
2494;0.318963998
2496;0.319318354
2498;0.31967258
2500;0.320026677
2502;0.320380644
2504;0.320734481
2506;0.321088334
2508;0.321442094
2510;0.321795745
2512;0.322149286
2514;0.322502719
2516;0.322856042
2518;0.323209255
2520;0.32356236
2522;0.323915355
2524;0.324268241
2526;0.324621018
2528;0.324973686
2530;0.325326244
2532;0.325678693
2534;0.326031033
2536;0.326383754
2538;0.326736492
2540;0.327089191
2542;0.327441849
2544;0.327794468
2546;0.328147047
2548;0.328499586
2550;0.328852085
2552;0.329204545
2554;0.329556964
2556;0.329909344
2558;0.330261684
2560;0.330613984
2562;0.330966244
2564;0.331318465
2566;0.331670346
2568;0.33202211
2570;0.332373792
2572;0.332725392
2574;0.33307691
2576;0.333428345
2578;0.333779698
2580;0.334130969
2582;0.334482158
2584;0.334833265
2586;0.335184289
2588;0.335535232
2590;0.335886092
2592;0.33623687
2594;0.336587565
2596;0.336937887
2598;0.337288051
2600;0.337638092
2602;0.337988009
2604;0.338337803
2606;0.338687474
2608;0.33903702
2610;0.339386444
2612;0.339735744
2614;0.34008492
2616;0.340433973
2618;0.340782902
2620;0.341131708
2622;0.341480391
2624;0.341828949
2626;0.342177589
2628;0.342526157
2630;0.342874631
2632;0.343223011
2634;0.343571295
2636;0.343919486
2638;0.344267581
2640;0.344615582
2642;0.344963488
2644;0.3453113
2646;0.345659017
2648;0.346006639
2650;0.346354167
2652;0.3467016
2654;0.347048938
2656;0.347396467
2658;0.347743974
2660;0.348091427
2662;0.348438825
2664;0.348786169
2666;0.349133459
2668;0.349480694
2670;0.349827875
2672;0.350175002
2674;0.350522074
2676;0.350869092
2678;0.351216055
2680;0.351562964
2682;0.351909819
2684;0.352256619
2686;0.352603054
2688;0.352949355
2690;0.353295557
2692;0.35364166
2694;0.353987665
2696;0.354333572
2698;0.35467938
2700;0.35502509
2702;0.355370702
2704;0.355716215
2706;0.35606163
2708;0.356406946
2710;0.356752164
2712;0.357097284
2714;0.357442305
2716;0.357787043
2718;0.358131636
2720;0.358476104
2722;0.358820447
2724;0.359164666
2726;0.359508761
2728;0.35985273
2730;0.360196576
2732;0.360540297
2734;0.360883893
2736;0.361227365
2738;0.361570713
2740;0.361913936
2742;0.362257034
2744;0.362600008
2746;0.36294291
2748;0.3632857
2750;0.363628374
2752;0.36397093
2754;0.364313369
2756;0.364655691
2758;0.364997896
2760;0.365339983
2762;0.365681954
2764;0.366023807
2766;0.366365543
2768;0.366707162
2770;0.367048664
2772;0.367390049
2774;0.367731317
2776;0.368072775
2778;0.368414196
2780;0.368755542
2782;0.369096815
2784;0.369438015
2786;0.369779141
2788;0.370120193
2790;0.370461172
2792;0.370802077
2794;0.371142908
2796;0.371483666
2798;0.371824351
2800;0.372164961
2802;0.372505498
2804;0.372845962
2806;0.373186269
2808;0.373526481
2810;0.373866607
2812;0.374206649
2814;0.374546605
2816;0.374886475
2818;0.375226261
2820;0.37556596
2822;0.375905575
2824;0.376245104
2826;0.376584548
2828;0.376923907
2830;0.37726318
2832;0.377602368
2834;0.377941471
2836;0.37828033
2838;0.378619064
2840;0.37895769
2842;0.379296208
2844;0.379634618
2846;0.379972921
2848;0.380311116
2850;0.380649204
2852;0.380987184
2854;0.381325056
2856;0.38166282
2858;0.382000477
2860;0.382338026
2862;0.382675468
2864;0.383012802
2866;0.383350021
2868;0.383687131
2870;0.384024133
2872;0.384361026
2874;0.38469781
2876;0.385034485
2878;0.385371052
2880;0.385707511
2882;0.38604386
2884;0.386380102
2886;0.386716234
2888;0.387052258
2890;0.387388173
2892;0.38772398
2894;0.388059678
2896;0.388395353
2898;0.388730941
2900;0.389066433
2902;0.389401829
2904;0.389737128
2906;0.39007233
2908;0.390407436
2910;0.390742445
2912;0.391077358
2914;0.391412175
2916;0.391746894
2918;0.392081518
2920;0.392416045
2922;0.392750475
2924;0.393084809
2926;0.393418955
2928;0.393752982
2930;0.3940869
2932;0.394420708
2934;0.394754407
2936;0.395087997
2938;0.395421477
2940;0.395754848
2942;0.39608811
2944;0.396421262
2946;0.396754305
2948;0.397087239
2950;0.397420063
2952;0.397752778
2954;0.398085384
2956;0.398417818
2958;0.398750125
2960;0.399082315
2962;0.399414386
2964;0.399746339
2966;0.400078174
2968;0.40040989
2970;0.400741489
2972;0.401072969
2974;0.401404331
2976;0.401735574
2978;0.4020667
2980;0.402397707
2982;0.402728595
2984;0.403059366
2986;0.403390041
2988;0.403720603
2990;0.40405105
2992;0.404381382
2994;0.404711599
2996;0.4050417
2998;0.405371687
3000;0.405701558
3002;0.406031315
3004;0.406360956
3006;0.406690483
3008;0.407019894
3010;0.40734919
3012;0.407678371
3014;0.408007437
3016;0.408336614
3018;0.408665735
3020;0.408994773
3022;0.409323729
3024;0.409652601
3026;0.40998139
3028;0.410310096
3030;0.410638719
3032;0.410967259
3034;0.411295716
3036;0.41162409
3038;0.411952381
3040;0.412280589
3042;0.412608714
3044;0.412936756
3046;0.413264649
3048;0.413592441
3050;0.41392014
3052;0.414247748
3054;0.414575262
3056;0.414902685
3058;0.415230015
3060;0.415557252
3062;0.415884397
3064;0.41621145
3066;0.41653841
3068;0.416865277
3070;0.417192053
3072;0.417518735
3074;0.417845326
3076;0.418171657
3078;0.418497852
3080;0.418823932
3082;0.419149896
3084;0.419475743
