,0
800,121.09964
801,120.1185
802,119.14241
803,118.169106
804,117.200165
805,116.24167
806,115.31099
807,114.44345
808,113.71941
809,113.31239
810,113.56962
811,115.1315
812,118.34261
813,122.08532
814,120.807106
815,112.92113
816,105.72072
817,106.73434
818,111.11125
819,109.67276
820,103.61693
821,101.28203
822,103.88826
823,104.52839
824,100.52985
825,97.532486
826,98.443146
827,99.41684
828,97.38943
829,94.38629
830,93.64026
831,94.440186
832,94.07088
833,92.05721
834,90.05205
835,89.428345
836,89.65352
837,89.398224
838,88.219315
839,86.55481
840,85.27637
841,84.685814
842,84.486145
843,84.21805
844,83.53108
845,82.50531
846,81.30409
847,80.226166
848,79.39746
849,78.80739
850,78.34925
851,77.89372
852,77.3764
853,76.72339
854,75.98082
855,75.13541
856,74.26947
857,73.40169
858,72.57689
859,71.80036
860,71.07179
861,70.382256
862,69.72212
863,69.08565
864,68.470894
865,67.88483
866,67.33578
867,66.85569
868,66.461006
869,66.23688
870,66.18016
871,66.45718
872,66.828995
873,67.41852
874,67.235794
875,66.33824
876,64.01652
877,61.50316
878,59.751083
879,59.348526
880,59.854263
881,60.313995
882,60.1343
883,58.98118
884,57.493416
885,56.25435
886,55.67656
887,55.660175
888,55.83027
889,55.875366
890,55.515488
891,54.852417
892,53.929695
893,53.03911
894,52.34078
895,51.913002
896,51.705006
897,51.609917
898,51.544262
899,51.419525
900,51.240112
901,50.92814
902,50.560688
903,50.10334
904,49.65183
905,49.183796
906,48.752254
907,48.339996
908,47.968536
909,47.622368
910,47.306786
911,47.01523
912,46.752937
913,46.518364
914,46.325497
915,46.188995
916,46.161377
917,46.293556
918,46.765617
919,47.692924
920,49.598625
921,52.111748
922,55.58656
923,56.205612
924,53.648067
925,47.330673
926,43.54311
927,44.93882
928,48.15548
929,48.53363
930,45.06009
931,42.575653
932,43.607162
933,45.411606
934,44.825996
935,42.51635
936,41.739964
937,42.864235
938,43.459713
939,42.411137
940,41.092587
941,41.115185
942,41.83293
943,41.712883
944,40.77703
945,40.17041
946,40.391693
947,40.690872
948,40.34464
949,39.694927
950,39.42089
951,39.575813
952,39.639297
953,39.309654
954,38.868263
955,38.67553
956,38.717854
957,38.70489
958,38.469345
959,38.148098
960,37.94464
961,37.89398
962,37.861084
963,37.721592
964,37.49131
965,37.271385
966,37.13528
967,37.0623
968,36.97924
969,36.83981
970,36.656742
971,36.479805
972,36.343822
973,36.243748
974,36.148598
975,36.031544
976,35.888935
977,35.736286
978,35.593372
979,35.4697
980,35.361168
981,35.25592
982,35.143623
983,35.020927
984,34.891163
985,34.760643
986,34.63501
987,34.516594
988,34.40445
989,34.29573
990,34.187256
991,34.077084
992,33.964405
993,33.849728
994,33.734074
995,33.61872
996,33.504482
997,33.39196
998,33.281227
999,33.17224
1000,33.064735
1001,32.958412
1002,32.853138
1003,32.74871
1004,32.645157
1005,32.542458
1006,32.440876
1007,32.34059
1008,32.242126
1009,32.146152
1010,32.0538
1011,31.966972
1012,31.888548
1013,31.82409
1014,31.781374
1015,31.77732
1016,31.833414
1017,32.00192
1018,32.336468
1019,32.987904
1020,34.02472
1021,35.752647
1022,37.785126
1023,40.108147
1024,40.543427
1025,38.857872
1026,34.62945
1027,31.113047
1028,30.509857
1029,32.417976
1030,34.27762
1031,33.75386
1032,31.551683
1033,29.95491
1034,30.383726
1035,31.689205
1036,31.878847
1037,30.72049
1038,29.57185
1039,29.623016
1040,30.37091
1041,30.545202
1042,29.86662
1043,29.130556
1044,29.088621
1045,29.497131
1046,29.608318
1047,29.200785
1048,28.710438
1049,28.605804
1050,28.80553
1051,28.887646
1052,28.659359
1053,28.319387
1054,28.163181
1055,28.219515
1056,28.278862
1057,28.17506
1058,27.949486
1059,27.769526
1060,27.71986
1061,27.736872
1062,27.704903
1063,27.579603
1064,27.41996
1065,27.305365
1066,27.257683
1067,27.233818
1068,27.17873
1069,27.077602
1070,26.958626
1071,26.860123
1072,26.795967
1073,26.749908
1074,26.695095
1075,26.617676
1076,26.524508
1077,26.43259
1078,26.354965
1079,26.292206
1080,26.234932
1081,26.172546
1082,26.100262
1083,26.020893
1084,25.941174
1085,25.866669
1086,25.799068
1087,25.736143
1088,25.673769
1089,25.608768
1090,25.540161
1091,25.469036
1092,25.397552
1093,25.327686
1094,25.260372
1095,25.195454
1096,25.132019
1097,25.068945
1098,25.005402
1099,24.940973
1100,24.875767
1101,24.810179
1102,24.744658
1103,24.679598
1104,24.615284
1105,24.551762
1106,24.48898
1107,24.426823
1108,24.365133
1109,24.3038
1110,24.242699
1111,24.181797
1112,24.121063
1113,24.060513
1114,24.000164
1115,23.94006
1116,23.88023
1117,23.82073
1118,23.761612
1119,23.702936
1120,23.644802
1121,23.587347
1122,23.530756
1123,23.475327
1124,23.421541
1125,23.370094
1126,23.322191
1127,23.2796
1128,23.245533
1129,23.224653
1130,23.225906
1131,23.261822
1132,23.357979
1133,23.547384
1134,23.902138
1135,24.49633
1136,25.506912
1137,26.993778
1138,29.186619
1139,31.510952
1140,33.568638
1141,33.257126
1142,30.483616
1143,25.90121
1144,22.709003
1145,22.666384
1146,24.851675
1147,26.661205
1148,26.051794
1149,23.784729
1150,22.109634
1151,22.441376
1152,23.80864
1153,24.277002
1154,23.3055
1155,22.028328
1156,21.805088
1157,22.521847
1158,22.9964
1159,22.581299
1160,21.775412
1161,21.482761
1162,21.82881
1163,22.160007
1164,21.979816
1165,21.486898
1166,21.22719
1167,21.366858
1168,21.574348
1169,21.508812
1170,21.212164
1171,20.993673
1172,21.012466
1173,21.128187
1174,21.11966
1175,20.949375
1176,20.773636
1177,20.72342
1178,20.767391
1179,20.778824
1180,20.691296
1181,20.560768
1182,20.478146
1183,20.466719
1184,20.47155
1185,20.431854
1186,20.345953
1187,20.260061
1188,20.211666
1189,20.193909
1190,20.171623
1191,20.121449
1192,20.051968
1193,19.989094
1194,19.947441
1195,19.919344
1196,19.88644
1197,19.838661
1198,19.781769
1199,19.72855
1200,19.686295
1201,19.651588
1202,19.615356
1203,19.571922
1204,19.522934
1205,19.474403
1206,19.430964
1207,19.39238
1208,19.354774
1209,19.314472
1210,19.270733
1211,19.225695
1212,19.18217
1213,19.14138
1214,19.102457
1215,19.063507
1216,19.023132
1217,18.981325
1218,18.939154
1219,18.897787
1220,18.857738
1221,18.81865
1222,18.779715
1223,18.740294
1224,18.700249
1225,18.659946
1226,18.619883
1227,18.580395
1228,18.541506
1229,18.502964
1230,18.464443
1231,18.425753
1232,18.386898
1233,18.348011
1234,18.309298
1235,18.270872
1236,18.232763
1237,18.194878
1238,18.15712
1239,18.119379
1240,18.08164
1241,18.04392
1242,18.006283
1243,17.968777
1244,17.93145
1245,17.894295
1246,17.857296
1247,17.820417
1248,17.78363
1249,17.746918
1250,17.710264
1251,17.673695
1252,17.637222
1253,17.600857
1254,17.564613
1255,17.528488
1256,17.49248
1257,17.456585
1258,17.420792
1259,17.385098
1260,17.349491
1261,17.313974
1262,17.278551
1263,17.243217
1264,17.207972
1265,17.172825
1266,17.137775
1267,17.102818
1268,17.067963
1269,17.0332
1270,16.998531
1271,16.96396
1272,16.929478
1273,16.895084
1274,16.860788
1275,16.826572
1276,16.79245
1277,16.758408
1278,16.72446
1279,16.690594
1280,16.65681
1281,16.623121
1282,16.58951
1283,16.555984
1284,16.522545
1285,16.489187
1286,16.455917
1287,16.422726
1288,16.38962
1289,16.356598
1290,16.323654
1291,16.290798
1292,16.258024
1293,16.225346
1294,16.192749
1295,16.160248
1296,16.127848
1297,16.095556
1298,16.06339
1299,16.031372
1300,15.999538
1301,15.967937
1302,15.936657
1303,15.905823
1304,15.875629
1305,15.846398
1306,15.818628
1307,15.79312
1308,15.771147
1309,15.754829
1310,15.747488
1311,15.754833
1312,15.785644
1313,15.855551
1314,15.98761
1315,16.224125
1316,16.621632
1317,17.285805
1318,18.321548
1319,19.920052
1320,22.0644
1321,24.727766
1322,26.899853
1323,27.632145
1324,25.329975
1325,20.89354
1326,16.619286
1327,15.179386
1328,16.773113
1329,19.169601
1330,19.84655
1331,18.075132
1332,15.743574
1333,15.025334
1334,16.12856
1335,17.330332
1336,17.088121
1337,15.758576
1338,14.860961
1339,15.190273
1340,15.987099
1341,16.088718
1342,15.383661
1343,14.740797
1344,14.816555
1345,15.280652
1346,15.397317
1347,15.004013
1348,14.591329
1349,14.592018
1350,14.853022
1351,14.931364
1352,14.699134
1353,14.437017
1354,14.413914
1355,14.555283
1356,14.599638
1357,14.457773
1358,14.287725
1359,14.253916
1360,14.323963
1361,14.346293
1362,14.257735
1363,14.143034
1364,14.10379
1365,14.131358
1366,14.139309
1367,14.082326
1368,14.001896
1369,13.960391
1370,13.962262
1371,13.960337
1372,13.921597
1373,13.86286
1374,13.821679
1375,13.80818
1376,13.798641
1377,13.769766
1378,13.725241
1379,13.686215
1380,13.663749
1381,13.648113
1382,13.623928
1383,13.588628
1384,13.552775
1385,13.525675
1386,13.505243
1387,13.482536
1388,13.453012
1389,13.420612
1390,13.391764
1391,13.36792
1392,13.344921
1393,13.318613
1394,13.289309
1395,13.260542
1396,13.234682
1397,13.210655
1398,13.1857395
1399,13.158757
1400,13.130985
1401,13.104355
1402,13.0793
1403,13.054625
1404,13.029035
1405,13.002484
1406,12.97596
1407,12.950293
1408,12.925342
1409,12.900324
1410,12.874725
1411,12.848748
1412,12.822973
1413,12.797702
1414,12.772734
1415,12.747635
1416,12.72223
1417,12.696689
1418,12.671312
1419,12.646213
1420,12.621241
1421,12.596187
1422,12.570972
1423,12.545704
1424,12.520544
1425,12.495531
1426,12.470589
1427,12.445599
1428,12.420533
1429,12.395449
1430,12.370421
1431,12.345478
1432,12.320585
1433,12.29568
1434,12.270744
1435,12.245806
1436,12.220908
1437,12.196062
1438,12.171261
1439,12.146477
1440,12.121697
1441,12.096926
1442,12.072184
1443,12.047495
1444,12.022851
1445,11.998241
1446,11.973657
1447,11.9491005
1448,11.924582
1449,11.900107
1450,11.875683
1451,11.851309
1452,11.826972
1453,11.802677
1454,11.778423
1455,11.754214
1456,11.730055
1457,11.705943
1458,11.681879
1459,11.65786
1460,11.633881
1461,11.609942
1462,11.58605
1463,11.562199
1464,11.538389
1465,11.514616
1466,11.490881
1467,11.467176
1468,11.443502
1469,11.419861
1470,11.396248
1471,11.372662
1472,11.349094
1473,11.325548
1474,11.302021
1475,11.278505
1476,11.255003
1477,11.23151
1478,11.208025
1479,11.18454
1480,11.161058
1481,11.137573
1482,11.114084
1483,11.090588
1484,11.067083
1485,11.043569
1486,11.020038
1487,10.9964905
1488,10.972921
1489,10.949337
1490,10.92573
1491,10.902097
1492,10.878435
1493,10.85475
1494,10.831035
1495,10.807291
1496,10.78352
1497,10.759712
1498,10.735874
1499,10.711999
1500,10.688098
1501,10.664162
1502,10.640189
1503,10.616184
1504,10.592146
1505,10.568077
1506,10.543974
1507,10.519842
1508,10.495676
1509,10.471483
1510,10.447262
1511,10.423016
1512,10.398741
1513,10.374441
1514,10.350122
1515,10.325779
1516,10.301418
1517,10.27704
1518,10.252646
1519,10.22824
1520,10.203818
1521,10.179389
1522,10.154952
1523,10.130508
1524,10.106058
1525,10.081607
1526,10.057159
1527,10.032711
1528,10.0082655
1529,9.983828
1530,9.959398
1531,9.934972
1532,9.9105625
1533,9.886169
1534,9.861786
1535,9.83742
1536,9.813073
1537,9.788746
1538,9.764441
1539,9.740154
1540,9.715898
1541,9.691664
1542,9.667454
1543,9.643276
1544,9.619125
1545,9.595005
1546,9.570915
1547,9.546859
1548,9.522834
1549,9.498845
1550,9.474889
1551,9.450966
1552,9.427084
1553,9.403235
1554,9.379425
1555,9.355656
1556,9.331922
1557,9.308228
1558,9.284573
1559,9.260958
1560,9.237382
1561,9.21385
1562,9.190353
1563,9.166903
1564,9.143491
1565,9.120123
1566,9.096793
1567,9.073509
1568,9.050264
1569,9.027061
1570,9.003902
1571,8.980783
1572,8.95771
1573,8.934677
1574,8.911687
1575,8.888739
1576,8.865833
1577,8.84297
1578,8.820151
1579,8.797371
1580,8.774633
1581,8.751941
1582,8.729288
1583,8.706678
1584,8.684111
1585,8.661585
1586,8.639101
1587,8.616657
1588,8.594255
1589,8.5718975
1590,8.54958
1591,8.527304
1592,8.505066
1593,8.482872
1594,8.460719
1595,8.438606
1596,8.416534
1597,8.394503
1598,8.372515
1599,8.350562
1600,8.328651
1601,8.30678
1602,8.284952
1603,8.263163
1604,8.241412
1605,8.219702
1606,8.198032
1607,8.176402
1608,8.154812
1609,8.133259
1610,8.111748
1611,8.090274
1612,8.068841
1613,8.047448
1614,8.026095
1615,8.004782
1616,7.9835124
1617,7.9622827
1618,7.9411
1619,7.919965
1620,7.8988886
1621,7.8778787
1622,7.8569546
1623,7.8361435
1624,7.8155007
1625,7.7951074
1626,7.775118
1627,7.755768
1628,7.7375064
1629,7.7210636
1630,7.7077713
1631,7.699889
1632,7.70152
1633,7.7197933
1634,7.76764
1635,7.8676777
1636,8.060816
1637,8.417164
1638,9.059502
1639,10.178019
1640,12.057453
1641,14.962093
1642,18.935884
1643,23.027285
1644,25.104803
1645,22.493578
1646,15.626302
1647,9.035964
1648,7.5440636
1649,10.921679
1650,14.390087
1651,13.794794
1652,9.893856
1653,7.2937846
1654,8.413204
1655,10.803516
1656,10.907148
1657,8.670561
1658,7.1594753
1659,7.9731164
1660,9.331804
1661,9.06319
1662,7.633034
1663,7.0742435
1664,7.839039
1665,8.432226
1666,7.895252
1667,7.0831804
1668,7.10487
1669,7.6596355
1670,7.7354813
1671,7.218068
1672,6.889452
1673,7.1151695
1674,7.383442
1675,7.221515
1676,6.882457
1677,6.834588
1678,7.0345893
1679,7.0882664
1680,6.8931856
1681,6.732036
1682,6.7858343
1683,6.8916907
1684,6.8445406
1685,6.700661
1686,6.646798
1687,6.705857
1688,6.7360783
1689,6.6653767
1690,6.579738
1691,6.570838
1692,6.605221
1693,6.595816
1694,6.5344024
1695,6.4872704
1696,6.4887695
1697,6.49994
1698,6.4763994
1699,6.4304075
1700,6.402795
1701,6.4018855
1702,6.398721
1703,6.3732395
1704,6.339368
1705,6.3197145
1706,6.3139334
1707,6.3037033
1708,6.280243
1709,6.2539015
1710,6.2369075
1711,6.2272143
1712,6.2139688
1713,6.1930876
1714,6.1710806
1715,6.1547236
1716,6.1425104
1717,6.1281543
1718,6.109343
1719,6.089805
1720,6.073505
1721,6.059782
1722,6.045074
1723,6.0277634
1724,6.009738
1725,5.9934287
1726,5.978841
1727,5.9640203
1728,5.947728
1729,5.93074
1730,5.9145265
1731,5.899453
1732,5.884575
1733,5.868964
1734,5.852751
1735,5.8367596
1736,5.8214645
1737,5.806526
1738,5.791342
1739,5.775736
1740,5.760068
1741,5.744744
1742,5.729768
1743,5.7148266
1744,5.6996784
1745,5.6843834
1746,5.66919
1747,5.6542325
1748,5.6394258
1749,5.6245947
1750,5.609661
1751,5.5947075
1752,5.579859
1753,5.565155
1754,5.5505304
1755,5.5358925
1756,5.521223
1757,5.5065722
1758,5.4920034
1759,5.4775295
1760,5.4631095
1761,5.448702
1762,5.4342976
1763,5.41992
1764,5.405605
1765,5.3913565
1766,5.377159
1767,5.362989
1768,5.3488393
1769,5.3347206
1770,5.3206472
1771,5.3066306
1772,5.2926593
1773,5.2787266
1774,5.264822
1775,5.250951
1776,5.237118
1777,5.2233305
1778,5.209588
1779,5.1958857
1780,5.182219
1781,5.1685877
1782,5.15499
1783,5.1414323
1784,5.1279154
1785,5.114441
1786,5.1010017
1787,5.0876007
1788,5.074234
1789,5.060904
1790,5.0476103
1791,5.0343566
1792,5.021141
1793,5.007963
1794,4.9948177
1795,4.9817104
1796,4.9686375
1797,4.955602
1798,4.9426007
1799,4.929635
1800,4.916708
1801,4.9038143
1802,4.8909545
1803,4.87813
1804,4.865341
1805,4.852584
1806,4.8398633
1807,4.827174
1808,4.814522
1809,4.801903
1810,4.789314
1811,4.7767625
1812,4.7642417
1813,4.7517533
1814,4.739297
1815,4.7268744
1816,4.7144833
1817,4.7021236
1818,4.689795
1819,4.6775002
1820,4.665234
1821,4.6530004
1822,4.6407976
1823,4.6286244
1824,4.6164813
1825,4.60437
1826,4.592287
1827,4.580235
1828,4.568213
1829,4.55622
1830,4.5442553
1831,4.532321
1832,4.520414
1833,4.5085363
1834,4.496686
1835,4.484866
1836,4.473073
1837,4.461308
1838,4.4495707
