% Model,baseline.mph
% Version,COMSOL 6.0.0.318
% Date,"Sep 20 2022, 20:15"
% Dimension,1
% Nodes,501
% Expressions,1
% Description,Line graph
% x,rho_b*s1
0,0.600008750879692
0.002000000000000001,0.5995135120334933
0.004000000000000002,0.5990182210605017
0.006000000000000002,0.598522877960717
0.008000000000000004,0.5980274827341391
0.010000000000000004,0.5975320353807682
0.012000000000000005,0.5970365170672208
0.014000000000000005,0.5965408312293446
0.016000000000000007,0.5960449778671327
0.01800000000000001,0.595548956980585
0.020000000000000007,0.5950527685697018
0.02200000000000001,0.5945569028375948
0.024000000000000007,0.5940608871193331
0.02600000000000001,0.5935647214149142
0.02800000000000001,0.5930684057243382
0.030000000000000013,0.5925719400476049
0.032000000000000015,0.5920759237021209
0.034000000000000016,0.5915799159714382
0.03600000000000002,0.5910839168555558
0.03800000000000002,0.5905879263544737
0.04000000000000002,0.590091944468192
0.04200000000000003,0.589595204633196
0.044000000000000025,0.589098482507972
0.04600000000000003,0.5886017780925207
0.04800000000000003,0.588105091386842
0.05000000000000003,0.587608422390936
0.05200000000000004,0.5871116667682995
0.054000000000000034,0.5866149198224365
0.056000000000000036,0.5861181815533507
0.05800000000000004,0.5856214519610419
0.06000000000000004,0.58512473104551
0.06200000000000005,0.5846281825647616
0.06400000000000004,0.5841315643052424
0.06600000000000004,0.5836348762669484
0.06800000000000005,0.5831381184498794
0.07000000000000005,0.5826412908540357
0.07200000000000005,0.5821442247631674
0.07400000000000005,0.5816472001851168
0.07600000000000005,0.5811502171198811
0.07800000000000006,0.5806532755674604
0.08000000000000006,0.5801563755278547
0.08200000000000006,0.5796591321818766
0.08400000000000006,0.5791619220107965
0.08600000000000006,0.5786647450146252
0.08800000000000005,0.5781676011933619
0.09000000000000007,0.5776704905470074
0.09200000000000007,0.5771734027572201
0.09400000000000008,0.5766763609383005
0.09600000000000006,0.5761793650902487
0.09800000000000009,0.5756824152130643
0.10000000000000007,0.5751855113067478
0.10200000000000009,0.5746885730605045
0.10400000000000008,0.574191529645362
0.10600000000000008,0.5736943810613212
0.1080000000000001,0.5731971273083818
0.11000000000000008,0.5726997683865444
0.1120000000000001,0.5722025269275712
0.11400000000000009,0.571705297238479
0.11600000000000009,0.5712080793192655
0.1180000000000001,0.570710873169931
0.12000000000000009,0.5702136787904754
0.12200000000000011,0.569716465610473
0.1240000000000001,0.5692193111092814
0.1260000000000001,0.568722215286896
0.1280000000000001,0.5682251781433171
0.13000000000000012,0.5677281996785446
0.13200000000000012,0.5672311324196934
0.13400000000000012,0.5667340107738986
0.13600000000000012,0.5662368347411649
0.13800000000000012,0.5657396043214922
0.14000000000000012,0.5652423195148804
0.14200000000000013,0.5647452899125524
0.14400000000000013,0.564248237184714
0.14600000000000013,0.563751161331353
0.14800000000000013,0.563254062352469
0.15000000000000013,0.5627569402480624
0.15200000000000014,0.5622600007067642
0.15400000000000014,0.5617631262976057
0.15600000000000014,0.5612663170205918
0.15800000000000014,0.5607695728757224
0.16000000000000014,0.5602728938629974
0.16200000000000014,0.5597760472407463
0.16400000000000015,0.5592792246602241
0.16600000000000015,0.5587824261214276
0.16800000000000015,0.5582856516243568
0.17000000000000015,0.5577889011690117
0.17200000000000015,0.5572918969706645
0.17400000000000015,0.5567950030615696
0.17600000000000016,0.556298219441733
0.17800000000000016,0.5558015461111545
0.18000000000000016,0.5553049830698344
0.18200000000000016,0.5548084532011353
0.18400000000000016,0.5543119936512833
0.18600000000000017,0.5538156044202726
0.18800000000000017,0.5533192855081029
0.19000000000000017,0.5528230369147747
0.19200000000000017,0.552326762320144
0.19400000000000017,0.5518305138513161
0.19600000000000017,0.5513342915082947
0.19800000000000018,0.5508380952910797
0.20000000000000018,0.5503419251996713
0.20200000000000018,0.5498457066692746
0.20400000000000018,0.5493495809194384
0.20600000000000018,0.5488535479501627
0.20800000000000018,0.5483576077614475
0.2100000000000002,0.5478617603532929
0.2120000000000002,0.5473657940476303
0.2140000000000002,0.5468699136163713
0.2160000000000002,0.5463741190595153
0.2180000000000002,0.545878410377062
0.2200000000000002,0.5453827875690116
0.2220000000000002,0.5448872735309975
0.2240000000000002,0.5443917791204673
0.2260000000000002,0.5438963043374209
0.2280000000000002,0.5434008491818584
0.2300000000000002,0.5429054136537799
0.2320000000000002,0.5424100656456561
0.2340000000000002,0.54191479302919
0.2360000000000002,0.5414195958043796
0.2380000000000002,0.540924473971225
0.2400000000000002,0.5404294275297263
0.24200000000000021,0.5399346215626678
0.24400000000000022,0.5394397758944323
0.24600000000000022,0.5389448905250136
0.24800000000000022,0.538449965454412
0.2500000000000002,0.5379550006826277
0.2520000000000002,0.5374601857315279
0.2540000000000002,0.5369655499516225
0.2560000000000002,0.5364710933429168
0.25800000000000023,0.5359768159054105
0.26000000000000023,0.5354827176391039
0.26200000000000023,0.534988435263806
0.26400000000000023,0.5344942220875164
0.26600000000000024,0.5340000781102368
0.26800000000000024,0.5335060033319672
0.27000000000000024,0.5330119977527077
0.27200000000000024,0.5325178320359012
0.27400000000000024,0.5320237963261535
0.27600000000000025,0.5315298906234648
0.27800000000000025,0.5310361149278351
0.28000000000000025,0.5305424692392645
0.28200000000000025,0.5300489298013722
0.28400000000000025,0.5295555076020856
0.28600000000000025,0.529062202641405
0.28800000000000026,0.5285690149193303
0.29000000000000026,0.5280759444358616
0.29200000000000026,0.5275827555496567
0.29400000000000026,0.5270896221227394
0.29600000000000026,0.5265965441551007
0.29800000000000026,0.5261035216467406
0.30000000000000027,0.5256105545976593
0.30200000000000027,0.525117849470853
0.30400000000000027,0.524625294362857
0.30600000000000027,0.5241328892736742
0.3080000000000003,0.5236406342033045
0.3100000000000003,0.5231485291517483
0.3120000000000003,0.5226562271201319
0.3140000000000003,0.5221640028889721
0.3160000000000003,0.5216718564582652
0.3180000000000003,0.5211797878280112
0.3200000000000003,0.5206877969982103
0.3220000000000003,0.5201962928027675
0.3240000000000003,0.5197048029450964
0.3260000000000003,0.519213327425198
