0;1;2;3
0.526315789;0.486842105;0;0.000199586
0.526315789;0.486842105;300;0.000199586
0.526315789;0.486842105;600;0.000199586
0.526315789;0.486842105;900;0.000199601
0.526315789;0.486842105;1200;0.000200137
0.526315789;0.486842105;1500;0.000212982
0.526315789;0.486842105;1800;0.002266213
0.526315789;0.486842105;2100;0.008115575
0.526315789;0.486842105;2400;0.005630046
0.526315789;0.486842105;2700;0.002365813
0.526315789;0.486842105;3000;0.00061053
0.526315789;0.486842105;3300;4.73E-05
0.526315789;0.486842105;3600;-5.17E-05
0.526315789;0.486842105;3900;-0.000153527
0.526315789;0.486842105;4200;-0.000472263
0.526315789;0.486842105;4500;-0.000986397
0.526315789;0.486842105;4800;-0.001540035
0.526315789;0.486842105;5100;-0.002000988
0.526315789;0.486842105;5400;-0.002330199
0.526315789;0.486842105;5700;-0.002553299
0.526315789;0.486842105;6000;-0.00271
0.526315789;0.486842105;6300;-0.002828091
0.526315789;0.486842105;6600;-0.002921134
0.526315789;0.486842105;6900;-0.002994314
0.526315789;0.486842105;7200;-0.003049508
0.526315789;0.486842105;7500;-0.003087655
0.526315789;0.486842105;7800;-0.003109723
0.526315789;0.486842105;8100;-0.003116801
0.526315789;0.486842105;8400;-0.003110141
0.526315789;0.486842105;8700;-0.003091082
0.526315789;0.486842105;9000;-0.003061146
0.526315789;0.486842105;9300;-0.003022179
0.526315789;0.486842105;9600;-0.002976552
0.526315789;0.486842105;9900;-0.00292705
0.526315789;0.486842105;10200;-0.002875596
0.526315789;0.486842105;10500;-0.002817437
0.526315789;0.486842105;10800;-0.002718136
0.526315789;0.486842105;11100;-0.002422765
0.526315789;0.486842105;11400;-0.001269773
0.526315789;0.486842105;11700;0.003663674
0.526315789;0.486842105;12000;0.025171891
0.526315789;0.486842105;12300;0.105454892
0.526315789;0.486842105;12600;0.292313337
0.526315789;0.486842105;12900;0.679604769
0.526315789;0.486842105;13200;1.38343966
0.526315789;0.486842105;13500;1.263008952
0.526315789;0.486842105;13800;0.572692633
0.526315789;0.486842105;14100;0.121451572
0.526315789;0.486842105;14400;-0.05881618
0.526315789;0.486842105;14700;-0.110742554
0.526315789;0.486842105;15000;-0.118385956
0.526315789;0.486842105;15300;-0.115408942
0.526315789;0.486842105;15600;-0.112236783
0.526315789;0.486842105;15900;-0.111338064
0.526315789;0.486842105;16200;-0.112990901
0.526315789;0.486842105;16500;-0.117055103
0.526315789;0.486842105;16800;-0.123425528
0.526315789;0.486842105;17100;-0.132078275
0.526315789;0.486842105;17400;-0.143044874
0.526315789;0.486842105;17700;-0.156358287
0.526315789;0.486842105;18000;-0.172028229
0.526315789;0.486842105;18300;-0.190010592
0.526315789;0.486842105;18600;-0.210189566
0.526315789;0.486842105;18900;-0.232364818
0.526315789;0.486842105;19200;-0.256250978
0.526315789;0.486842105;19500;-0.281473219
0.526315789;0.486842105;19800;-0.307596982
0.526315789;0.486842105;20100;-0.334158301
0.526315789;0.486842105;20400;-0.360737741
0.526315789;0.486842105;20700;-0.387019277
0.526315789;0.486842105;21000;-0.412882984
0.526315789;0.486842105;21300;-0.438447058
0.526315789;0.486842105;21600;-0.464081347
0.526315789;0.486842105;21900;-0.490349233
0.526315789;0.486842105;22200;-0.517908931
0.526315789;0.486842105;22500;-0.547410369
0.526315789;0.486842105;22800;-0.579418242
0.526315789;0.486842105;23100;-0.614400804
0.526315789;0.486842105;23400;-0.652746856
0.526315789;0.486842105;23700;-0.694782019
0.526315789;0.486842105;24000;-0.740761042
0.526315789;0.486842105;24300;-0.790810883
0.526315789;0.486842105;24600;-0.844818056
0.526315789;0.486842105;24900;-0.902371228
0.526315789;0.486842105;25200;-0.96271199
0.526315789;0.486842105;25500;-1.024785519
0.526315789;0.486842105;25800;-1.087352872
0.526315789;0.486842105;26100;-1.149130583
0.526315789;0.486842105;26400;-1.20894742
0.526315789;0.486842105;26700;-1.265844703
0.526315789;0.486842105;27000;-1.319137216
0.526315789;0.486842105;27300;-1.368409276
0.526315789;0.486842105;27600;-1.413491607
0.526315789;0.486842105;27900;-1.454408884
0.526315789;0.486842105;28200;-1.491320252
0.526315789;0.486842105;28500;-1.524479032
0.526315789;0.486842105;28800;-1.554180145
0.526315789;0.486842105;29100;-1.580746174
0.526315789;0.486842105;29400;-1.604491115
0.526315789;0.486842105;29700;-1.625721693
0.526315789;0.486842105;30000;-1.644717455
0.526315789;0.486842105;30300;-1.661732197
0.526315789;0.486842105;30600;-1.676997185
0.526315789;0.486842105;30900;-1.690718293
0.526315789;0.486842105;31200;-1.703073502
0.526315789;0.486842105;31500;-1.714223742
0.526315789;0.486842105;31800;-1.724307179
0.526315789;0.486842105;32100;-1.733446836
0.526315789;0.486842105;32400;-1.741749525
0.526315789;0.486842105;32700;-1.749309301
0.526315789;0.486842105;33000;-1.756208181
0.526315789;0.486842105;33300;-1.762516022
0.526315789;0.486842105;33600;-1.768298388
0.526315789;0.486842105;33900;-1.773610234
0.526315789;0.486842105;34200;-1.778499007
0.526315789;0.486842105;34500;-1.783009529
0.526315789;0.486842105;34800;-1.787178755
0.526315789;0.486842105;35100;-1.791040421
0.526315789;0.486842105;35400;-1.794623256
0.526315789;0.486842105;35700;-1.797955871
0.526315789;0.486842105;36000;-1.801059365
0;0.5;0;0.000199586
0;0.5;300;0.000199601
0;0.5;600;0.000201777
0;0.5;900;0.000357255
0;0.5;1200;0.000236735
0;0.5;1500;0.000175729
0;0.5;1800;0.000243783
0;0.5;2100;0.000802591
0;0.5;2400;-0.000356883
0;0.5;2700;-0.000478789
0;0.5;3000;-0.000364795
0;0.5;3300;-0.000495568
0;0.5;3600;-0.000900656
0;0.5;3900;-0.001216903
0;0.5;4200;-0.001023099
0;0.5;4500;-0.000235602
0;0.5;4800;0.000881031
0;0.5;5100;0.002004698
0;0.5;5400;0.002959222
0;0.5;5700;0.003711581
0;0.5;6000;0.004296511
0;0.5;6300;0.00476256
0;0.5;6600;0.005150557
0;0.5;6900;0.005488887
0;0.5;7200;0.005794808
0;0.5;7500;0.006077275
0;0.5;7800;0.006338671
0;0.5;8100;0.006576672
0;0.5;8400;0.006785214
0;0.5;8700;0.006955385
0;0.5;9000;0.007076725
0;0.5;9300;0.007140771
0;0.5;9600;0.007155836
0;0.5;9900;0.007220447
0;0.5;10200;0.007934958
0;0.5;10500;0.012894765
0;0.5;10800;0.042799518
0;0.5;11100;0.170108646
0;0.5;11400;0.386446565
0;0.5;11700;0.622065246
0;0.5;12000;0.125164166
0;0.5;12300;-0.066984758
0;0.5;12600;-0.061617181
0;0.5;12900;-0.056616053
0;0.5;13200;-0.047407016
0;0.5;13500;-0.038224027
0;0.5;13800;-0.035020396
0;0.5;14100;-0.039360806
0;0.5;14400;-0.050448522
0;0.5;14700;-0.067007348
0;0.5;15000;-0.087943599
0;0.5;15300;-0.11247085
0;0.5;15600;-0.140052423
0;0.5;15900;-0.170322761
0;0.5;16200;-0.203014061
0;0.5;16500;-0.237903163
0;0.5;16800;-0.274761736
0;0.5;17100;-0.313313067
0;0.5;17400;-0.353223622
0;0.5;17700;-0.394081354
0;0.5;18000;-0.435439825
0;0.5;18300;-0.476837695
0;0.5;18600;-0.517865002
0;0.5;18900;-0.558214724
0;0.5;19200;-0.597710967
0;0.5;19500;-0.636337876
0;0.5;19800;-0.674225867
0;0.5;20100;-0.711625934
0;0.5;20400;-0.748853803
0;0.5;20700;-0.786262691
0;0.5;21000;-0.8241629
0;0.5;21300;-0.862806261
0;0.5;21600;-0.902336419
0;0.5;21900;-0.942783535
0;0.5;22200;-0.98405987
0;0.5;22500;-1.0259763
0;0.5;22800;-1.068250179
0;0.5;23100;-1.110549569
0;0.5;23400;-1.152509928
0;0.5;23700;-1.193776965
0;0.5;24000;-1.234010577
0;0.5;24300;-1.272922873
0;0.5;24600;-1.310272574
0;0.5;24900;-1.345879197
0;0.5;25200;-1.379621863
0;0.5;25500;-1.411430597
0;0.5;25800;-1.441282153
0;0.5;26100;-1.469187856
0;0.5;26400;-1.495200276
0;0.5;26700;-1.519378185
0;0.5;27000;-1.541813493
0;0.5;27300;-1.562599063
0;0.5;27600;-1.581833959
0;0.5;27900;-1.599626899
0;0.5;28200;-1.616075397
0;0.5;28500;-1.631279349
0;0.5;28800;-1.645337224
0;0.5;29100;-1.658339858
0;0.5;29400;-1.670371175
0;0.5;29700;-1.681512356
0;0.5;30000;-1.691836596
0;0.5;30300;-1.701409936
0;0.5;30600;-1.710297465
0;0.5;30900;-1.71855545
0;0.5;31200;-1.726236463
0;0.5;31500;-1.733387351
0;0.5;31800;-1.740055323
0;0.5;32100;-1.746275306
0;0.5;32400;-1.752087116
0;0.5;32700;-1.757522225
0;0.5;33000;-1.762611032
0;0.5;33300;-1.767380714
0;0.5;33600;-1.771857023
0;0.5;33900;-1.776059985
0;0.5;34200;-1.780014992
0;0.5;34500;-1.783735752
0;0.5;34800;-1.78724432
0;0.5;35100;-1.790552974
0;0.5;35400;-1.793678641
0;0.5;35700;-1.796632648
0;0.5;36000;-1.799428225
0.526315789;0;0;0.000199586
0.526315789;0;300;0.000199586
0.526315789;0;600;0.000199586
0.526315789;0;900;0.000199586
0.526315789;0;1200;0.000199974
0.526315789;0;1500;0.000199527
0.526315789;0;1800;0.000207528
0.526315789;0;2100;0.001910269
0.526315789;0;2400;0.008251816
0.526315789;0;2700;0.00617677
0.526315789;0;3000;0.002643898
0.526315789;0;3300;0.000685722
0.526315789;0;3600;3.87E-05
0.526315789;0;3900;-7.73E-05
0.526315789;0;4200;-0.000133291
0.526315789;0;4500;-0.000360176
0.526315789;0;4800;-0.000788108
0.526315789;0;5100;-0.001288801
0.526315789;0;5400;-0.001702979
0.526315789;0;5700;-0.00195156
0.526315789;0;6000;-0.002050757
0.526315789;0;6300;-0.002062604
0.526315789;0;6600;-0.002044782
0.526315789;0;6900;-0.002030492
0.526315789;0;7200;-0.002031684
0.526315789;0;7500;-0.002048686
0.526315789;0;7800;-0.002077684
0.526315789;0;8100;-0.002114445
0.526315789;0;8400;-0.002155706
0.526315789;0;8700;-0.002199382
0.526315789;0;9000;-0.002244234
0.526315789;0;9300;-0.002289683
0.526315789;0;9600;-0.002335355
0.526315789;0;9900;-0.002381012
0.526315789;0;10200;-0.002426386
0.526315789;0;10500;-0.002471074
0.526315789;0;10800;-0.002514616
0.526315789;0;11100;-0.002556399
0.526315789;0;11400;-0.002595797
0.526315789;0;11700;-0.002632111
0.526315789;0;12000;-0.002664775
0.526315789;0;12300;-0.00269334
0.526315789;0;12600;-0.002717718
0.526315789;0;12900;-0.002738267
0.526315789;0;13200;-0.002756283
0.526315789;0;13500;-0.002774283
0.526315789;0;13800;-0.00279668
0.526315789;0;14100;-0.002830073
0.526315789;0;14400;-0.002882555
0.526315789;0;14700;-0.002957702
0.526315789;0;15000;-0.003025249
0.526315789;0;15300;-0.002890602
0.526315789;0;15600;-0.001589268
0.526315789;0;15900;0.005461946
0.526315789;0;16200;0.037718773
0.526315789;0;16500;0.14392215
0.526315789;0;16800;0.335063338
0.526315789;0;17100;0.687702835
0.526315789;0;17400;1.094837785
0.526315789;0;17700;0.586557388
0.526315789;0;18000;0.075079754
0.526315789;0;18300;-0.121584341
0.526315789;0;18600;-0.208682522
0.526315789;0;18900;-0.255685747
0.526315789;0;19200;-0.286967456
0.526315789;0;19500;-0.312886298
0.526315789;0;19800;-0.33721745
0.526315789;0;20100;-0.361028612
0.526315789;0;20400;-0.384516299
0.526315789;0;20700;-0.407711089
0.526315789;0;21000;-0.430684805
0.526315789;0;21300;-0.453585446
0.526315789;0;21600;-0.476635754
0.526315789;0;21900;-0.500108302
0.526315789;0;22200;-0.524313629
0.526315789;0;22500;-0.54957968
0.526315789;0;22800;-0.576251924
0.526315789;0;23100;-0.60468322
0.526315789;0;23400;-0.635250509
0.526315789;0;23700;-0.668336332
0.526315789;0;24000;-0.704341352
0.526315789;0;24300;-0.743640602
0.526315789;0;24600;-0.786526144
0.526315789;0;24900;-0.83312124
0.526315789;0;25200;-0.883316934
0.526315789;0;25500;-0.936703146
0.526315789;0;25800;-0.992569864
0.526315789;0;26100;-1.049958706
0.526315789;0;26400;-1.107764363
0.526315789;0;26700;-1.164857984
0.526315789;0;27000;-1.220217228
0.526315789;0;27300;-1.272991419
0.526315789;0;27600;-1.322572112
0.526315789;0;27900;-1.368578792
0.526315789;0;28200;-1.410845399
0.526315789;0;28500;-1.449370861
0.526315789;0;28800;-1.484281898
0.526315789;0;29100;-1.51578474
0.526315789;0;29400;-1.544133782
0.526315789;0;29700;-1.56960547
0.526315789;0;30000;-1.592476726
0.526315789;0;30300;-1.613016963
0.526315789;0;30600;-1.631474495
0.526315789;0;30900;-1.648079991
0.526315789;0;31200;-1.663041592
0.526315789;0;31500;-1.676542878
0.526315789;0;31800;-1.68875277
0.526315789;0;32100;-1.699813724
0.526315789;0;32400;-1.70985806
0.526315789;0;32700;-1.718995571
0.526315789;0;33000;-1.727326274
0.526315789;0;33300;-1.734940052
0.526315789;0;33600;-1.741912007
0.526315789;0;33900;-1.748310208
0.526315789;0;34200;-1.754193783
0.526315789;0;34500;-1.759618163
